"dataset","source","yi","vi","n2","n_total","n1","domain","miyake","es_id","weight"
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.882947174,0.057016728,75,131,56,"updating","no",446,17.5387124985495
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.565078557,0.031679405,75,131,56,"inhibition","yes",447,31.5662494292428
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.595817064,0.168466959,75,131,56,"updating","no",448,5.9358820621912
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.430323439,0.463065774,75,131,56,"processing speed","no",449,2.1595204313243
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.427180092,3.943197658,75,131,56,"shifting","no",450,0.253601286755481
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.059580843,0.225038896,75,131,56,"updating","no",451,4.44367626119175
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.409697153,0.215078669,75,131,56,"updating","no",452,4.64946154190679
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.569802547,0.084893767,21,46,25,"inhibition","yes",453,11.7794278112314
"psymetadata::maldonado2020::maldonado2020","psymetadata",0,0.085637174,21,46,25,"shifting","yes",454,11.6771718786517
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.346889584,0.093272313,21,46,25,"updating","no",455,10.7212951822048
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.211869902,0.08520562,21,46,25,"updating","no",456,11.7363150458855
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.104312862,0.086570543,66,98,32,"processing speed","no",457,11.5512732777938
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.856167321,0.074022262,66,98,32,"updating","no",458,13.5094493599777
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.892712719,0.054169866,66,98,32,"shifting","yes",459,18.4604481022715
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.169617964,0.659528686,66,98,32,"updating","no",460,1.51623427642691
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.908739116,0.069476504,62,113,51,"processing speed","no",461,14.3933551981833
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.671324637,0.063758286,62,113,51,"processing speed","no",462,15.6842359281741
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.39551364,0.063911062,62,113,51,"updating","no",463,15.646743595029
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.09539416,0.110966327,62,113,51,"updating","no",464,9.01174281455671
"psymetadata::maldonado2020::maldonado2020","psymetadata",0,0.084726816,21,46,25,"inhibition","yes",465,11.8026387301041
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.558745408,1.071167871,30,56,26,"processing speed","no",466,0.933560487644611
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.550155133,11.81218053,30,56,26,"shifting","no",467,0.0846583742485351
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.367972576,23.79748188,30,56,26,"shifting","no",468,0.042021252712474
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.665008112,0.127590415,30,56,26,"updating","no",469,7.83757933540697
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.477384728,0.121654338,31,75,44,"processing speed","no",470,8.2200110282956
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.211359916,0.150127067,31,75,44,"inhibition","no",471,6.66102402440194
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.80392513,66.59698851,31,75,44,"processing speed","no",472,0.0150156939881725
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.54093259,50.4158513,31,75,44,"processing speed","no",473,0.0198350315270785
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.418487517,159.1389887,31,75,44,"processing speed","no",474,0.00628381522447114
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.47946543,107.7746524,31,75,44,"processing speed","no",475,0.0092786195801268
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.624353236,1.195100402,31,75,44,"updating","no",476,0.836749781295781
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.645792878,1.236107309,31,75,44,"updating","no",477,0.808991252392959
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.101632426,1.699052387,31,75,44,"shifting","no",478,0.588563370765565
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.57718653,6.102683253,31,75,44,"updating","no",479,0.16386234686331
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.09644815,0.20574238,31,75,44,"updating","no",480,4.86044732252052
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.881843661,2.461130322,16,33,17,"processing speed","no",481,0.406317370137216
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.982021467,1.088179468,30,60,30,"processing speed","no",482,0.918966061579835
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.034616272,1.338687124,30,60,30,"processing speed","no",483,0.747000536624269
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.432830387,1.369182664,30,60,30,"processing speed","no",484,0.730362738510396
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.394678894,5.998139514,30,60,30,"shifting","no",485,0.166718362863342
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.316522348,1.411431456,30,60,30,"updating","no",486,0.708500576311373
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.76685321,0.964842368,30,60,30,"inhibition","no",487,1.03643873151308
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.224667624,6.175110088,30,60,30,"inhibition","no",488,0.161940432761399
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.559144657,0.084093293,30,60,30,"shifting","yes",489,11.8915547759558
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.518457514,0.065443554,30,60,30,"shifting","no",490,15.2803437294986
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.327867869,0.067889189,30,60,30,"processing speed","no",491,14.7298857849075
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.685819278,0.249170574,30,60,30,"updating","no",492,4.01331499119956
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.032774986,0.851581282,30,60,30,"updating","no",493,1.17428602663909
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.150439642,160.1406713,33,65,32,"shifting","no",494,0.00624450985425587
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.091688548,0.094972188,33,65,32,"updating","no",495,10.5293983539686
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.074450472,0.112995052,33,65,32,"updating","no",496,8.84994504007131
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.429820737,1.899408403,16,33,17,"updating","no",497,0.526479717800848
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.233383007,0.378596477,16,33,17,"updating","no",498,2.64133466830966
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.968032629,0.11566496,16,33,17,"updating","no",499,8.64566070830786
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.802045161,0.11583297,16,33,17,"updating","no",500,8.63312060460852
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.903462447,0.164077702,16,33,17,"shifting","yes",501,6.09467336396508
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.112174127,70.78315365,16,33,17,"inhibition","no",502,0.0141276553591364
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.263324304,2.527101155,16,33,17,"processing speed","no",503,0.395710317341848
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.519723776,0.138569759,15,30,15,"updating","no",504,7.21658179401178
"psymetadata::maldonado2020::maldonado2020","psymetadata",4.166262201,0.155874215,15,30,15,"processing speed","no",505,6.41542926134383
"psymetadata::maldonado2020::maldonado2020","psymetadata",4.477417232,0.126226203,15,30,15,"inhibition","yes",506,7.92228535940355
"psymetadata::maldonado2020::maldonado2020","psymetadata",0,0.130327363,15,30,15,"updating","no",507,7.67298575664421
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.583855869,0.139000497,15,30,15,"updating","no",508,7.19421888110227
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.509035267,0.146975457,15,30,15,"updating","no",509,6.80385705485508
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.100425075,0.570861651,15,30,15,"processing speed","no",510,1.75173791801965
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.046577508,0.366774785,15,30,15,"updating","no",511,2.72646877838126
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.343047677,0.344997283,15,30,15,"processing speed","no",512,2.89857355195461
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.129601089,0.787073479,26,104,78,"updating","no",513,1.27052940631481
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.209938288,1.28568533,26,104,78,"updating","yes",514,0.777795294592029
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.185700775,0.256700563,25,50,25,"updating","no",515,3.89558943039794
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.167696656,0.431387466,25,50,25,"inhibition","no",516,2.31810165759429
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.469612614,0.152023618,27,54,27,"updating","no",517,6.57792528000485
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.310584229,214.4274656,115,197,82,"processing speed","no",518,0.00466358167878285
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.786270515,334.1923731,18,36,18,"inhibition","no",519,0.0029922885155155
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.64404474,0.391980247,18,36,18,"updating","no",520,2.55114896134039
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.183810163,0.345913857,23,52,29,"inhibition","yes",521,2.89089315089219
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.958631536,0.178354126,23,52,29,"updating","no",522,5.60682291140268
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.853406359,0.075792787,23,52,29,"updating","no",523,13.1938676433682
"psymetadata::maldonado2020::maldonado2020","psymetadata",0,3.247345549,23,52,29,"processing speed","no",524,0.307943822088149
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.517746068,800.621943,23,52,29,"shifting","no",525,0.00124902896896994
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.462601686,0.050401136,60,120,60,"inhibition","no",526,19.8408226354263
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.570581219,0.168766887,60,120,60,"inhibition","no",527,5.92533297127179
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.177450822,48.33169211,60,120,60,"processing speed","no",528,0.0206903577413359
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.659203499,0.03695676,60,120,60,"updating","no",529,27.0586490807095
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.007926522,0.038289617,60,120,60,"updating","no",530,26.1167407341787
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.972853401,138.4858267,30,60,30,"updating","no",531,0.00722095555790187
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.446708717,0.016564994,144,247,103,"updating","no",532,60.3682681684038
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.65655827,0.016565308,144,247,103,"updating","no",533,60.367123871165
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.722690572,0.016570036,144,247,103,"updating","no",534,60.3498990587588
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.724176989,0.016592516,144,247,103,"updating","no",535,60.2681353448748
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.589682128,0.016594802,144,247,103,"updating","no",536,60.2598331694467
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.695253635,0.016590199,144,247,103,"updating","yes",537,60.2765524391841
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.517986575,0.016571062,144,247,103,"updating","no",538,60.3461624849391
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.370712153,0.01656982,144,247,103,"updating","no",539,60.3506857648423
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.334538149,0.016567987,144,247,103,"updating","no",540,60.357362665724
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.123766049,0.016591306,144,247,103,"updating","no",541,60.2725306856495
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.325771293,0.016572629,144,247,103,"updating","no",542,60.3404565443419
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.131810327,0.01658231,144,247,103,"updating","no",543,60.305228885481
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.557845351,3.411346348,14,33,19,"processing speed","no",544,0.293139393655024
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.067844789,0.118664863,14,33,19,"inhibition","yes",545,8.42709437923507
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.231799706,0.461838659,14,33,19,"shifting","no",546,2.16525832238743
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.254347704,0.188448001,14,33,19,"processing speed","no",547,5.30650362271553
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.50062302,0.232970756,40,80,40,"processing speed","no",548,4.2923842338392
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.390840467,3.192015054,40,80,40,"processing speed","no",549,0.313281730531588
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.288853162,0.084348838,40,80,40,"updating","no",550,11.8555278734249
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.300278863,0.081712937,40,80,40,"updating","no",551,12.2379642283571
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.00216748,0.052871274,40,80,40,"updating","no",552,18.9138623744909
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.036398581,0.676292558,40,80,40,"inhibition","yes",553,1.47865001347538
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.508752342,7.552469939,40,80,40,"shifting","no",554,0.132407014933767
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.078749812,1.515737957,16,34,18,"processing speed","no",555,0.659744644766457
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.36522367,0.168761485,16,34,18,"updating","no",556,5.92552263924438
"psymetadata::maldonado2020::maldonado2020","psymetadata",8.288171305,4.697267955,16,34,18,"inhibition","no",557,0.212889707289437
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.558126436,0.861965869,24,48,24,"processing speed","no",558,1.16013874326618
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.959618512,0.131869793,24,48,24,"updating","no",559,7.5832378079186
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.227509362,152.4304564,24,48,24,"inhibition","no",560,0.00656036873218993
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.00044263,242.4264579,16,40,24,"shifting","no",561,0.00412496230263982
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.246072943,0.407951625,79,149,70,"updating","no",562,2.45127102999038
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.758317808,0.03708876,79,149,70,"inhibition","no",563,26.9623465438046
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.742212605,0.582420804,79,149,70,"updating","no",564,1.71697163482505
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.416739693,3.234794636,67,134,67,"processing speed","no",565,0.309138635532225
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.214713512,17.89340774,67,134,67,"inhibition","no",566,0.0558865038191993
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.736394741,1.756056599,20,41,21,"processing speed","no",567,0.56945772737021
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.142062839,0.130214849,20,41,21,"updating","no",568,7.67961570957242
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.875561723,0.119917998,20,41,21,"updating","no",569,8.33903181072119
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.744195553,1.954888702,17,50,33,"updating","no",570,0.51153807322991
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.621681906,0.053576224,40,80,40,"shifting","no",571,18.6649958757825
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.456645589,0.494355608,40,80,40,"updating","no",572,2.02283535134894
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.472661641,75.50172756,45,93,48,"shifting","no",573,0.013244730052108
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.480887814,0.060563464,45,93,48,"updating","no",574,16.5116050825626
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.139215053,0.534757554,80,160,80,"processing speed","no",575,1.87000630943869
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.547485951,155.1324949,80,160,80,"updating","no",576,0.00644610273717708
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.887142031,49.86952028,30,60,30,"inhibition","no",577,0.0200523284440145
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.312103691,0.008402284,386,740,354,"updating","no",578,119.015258232166
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.589791864,0.008775239,386,740,354,"updating","no",579,113.95701017374
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.474212731,0.017017874,386,740,354,"updating","no",580,58.7617466200537
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.952070567,0.008524428,386,740,354,"updating","no",581,117.309923903399
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.350109115,6.337584324,17,37,20,"shifting","no",582,0.157788827552648
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.925085032,0.251436116,17,37,20,"updating","no",583,3.97715338555421
"psymetadata::maldonado2020::maldonado2020","psymetadata",15.63484231,0.110554493,17,37,20,"inhibition","yes",584,9.04531306565713
"psymetadata::maldonado2020::maldonado2020","psymetadata",4.745959077,0.226897532,17,37,20,"updating","no",585,4.40727579178781
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.656339335,0.149202195,16,35,19,"updating","no",586,6.70231426555085
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.204269258,0.171551577,16,35,19,"updating","no",587,5.82915072823842
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.046224229,0.119987674,16,35,19,"updating","no",588,8.3341893934872
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.839829225,0.368159527,57,129,72,"processing speed","no",589,2.71621383303222
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.331436291,1.160559935,57,129,72,"shifting","no",590,0.861653043364796
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.25254637,0.168437554,16,32,16,"updating","no",591,5.93691831929595
"psymetadata::maldonado2020::maldonado2020","psymetadata",0,0.119964692,16,32,16,"shifting","yes",592,8.3357859994339
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.46962615,1.311541271,15,30,15,"processing speed","no",593,0.762461709830556
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.52180045,7.758486486,15,30,15,"shifting","no",594,0.128891118364964
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.60822903,3.181227173,15,30,15,"inhibition","yes",595,0.314344102328589
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.348377809,1.732993922,15,30,15,"processing speed","no",596,0.577036068797015
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.262825977,12.78285244,15,30,15,"shifting","no",597,0.078229800797106
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.602949759,14.55945565,15,30,15,"inhibition","yes",598,0.0686838865435192
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.729750705,0.136257297,17,34,17,"processing speed","no",599,7.33905649104429
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.17459439,1.346893058,17,34,17,"inhibition","yes",600,0.74244944248573
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.343640883,2.700842741,17,34,17,"processing speed","no",601,0.370254804109678
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.474849805,22.90371382,76,152,76,"inhibition","yes",602,0.0436610415175018
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.080987739,0.125379352,76,152,76,"updating","no",603,7.97579492993392
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.155076708,0.36721214,20,40,20,"processing speed","no",604,2.72322151440854
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.349663603,0.236562431,20,40,20,"shifting","no",605,4.22721391462197
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.98436387,54.14498119,24,48,24,"processing speed","no",606,0.0184689324480676
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.98070933,0.080794813,24,48,24,"inhibition","yes",607,12.3770321740828
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.75700031,0.920627519,24,48,24,"processing speed","no",608,1.08621562940701
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.449003082,0.124676666,24,48,24,"updating","no",609,8.02074704179209
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.847632923,0.114931302,24,48,24,"updating","no",610,8.70084983462556
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.637915381,0.805819672,24,48,24,"processing speed","no",611,1.24097243433888
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.136049897,1.552903621,24,48,24,"processing speed","no",612,0.643954966990189
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.29447292,0.256312147,24,48,24,"updating","no",613,3.901492815321
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.171785534,0.467548019,31,56,25,"processing speed","no",614,2.13881774569127
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.256400538,1.397992645,31,56,25,"processing speed","no",615,0.715311345575784
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.754732345,12.08365175,31,56,25,"shifting","no",616,0.0827564399147799
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.843084178,1.895074744,31,56,25,"inhibition","yes",617,0.527683672196098
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.325429738,0.991585058,31,56,25,"updating","no",618,1.0084863541782
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.296351628,0.552623195,31,56,25,"updating","no",619,1.80955126213984
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.879062006,0.219788272,31,56,25,"updating","no",620,4.5498333050273
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.317094346,0.288673121,31,56,25,"updating","no",621,3.46412577844406
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.71747384,10.55137573,14,28,14,"inhibition","no",622,0.0947743711899832
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.063676953,1.365396063,24,48,24,"processing speed","no",623,0.732388225730515
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.984155684,0.842565843,24,48,24,"processing speed","no",624,1.18685086549372
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.704339994,0.135436375,24,48,24,"updating","no",625,7.38354079544731
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.845648633,0.144235924,24,48,24,"updating","no",626,6.93308554670472
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.750902612,2.692489922,24,48,24,"shifting","no",627,0.371403432870491
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.420862214,0.080797837,24,48,24,"inhibition","yes",628,12.3765689420621
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.14543913,7.983068236,21,40,19,"shifting","yes",629,0.125265119931013
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.761983994,9.220652402,21,40,19,"inhibition","no",630,0.108452195831945
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.496187414,1.584432182,16,32,16,"processing speed","no",631,0.63114092945128
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.221993914,0.127312806,15,30,15,"processing speed","no",632,7.85466938808968
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.275802434,0.127511671,15,30,15,"shifting","no",633,7.84241938136
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.88133216,0.025696041,62,164,102,"inhibition","no",634,38.9165007948112
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.23256919,53.65445556,62,164,102,"inhibition","no",635,0.0186377811416189
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.355284221,25.42871158,62,164,102,"inhibition","yes",636,0.0393256259505697
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.922329381,100.9385046,62,164,102,"inhibition","yes",637,0.0099070221414792
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.36661519,0.873341306,62,164,102,"updating","yes",638,1.14502771497218
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.294922434,0.047712997,62,164,102,"updating","no",639,20.9586499041341
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.005036184,0.21447883,62,164,102,"updating","no",640,4.66246482228572
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.600641616,0.053923901,50,100,50,"updating","no",641,18.5446523982009
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.480569287,1.938137927,50,100,50,"shifting","no",642,0.51595915134269
"psymetadata::maldonado2020::maldonado2020","psymetadata",-3.482709573,0.382543755,50,100,50,"updating","no",643,2.61408005471165
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.17052244,0.277323414,50,100,50,"shifting","no",644,3.60589820230614
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.982351911,0.169751512,63,127,64,"processing speed","no",645,5.89096372820526
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.245638393,0.219552658,63,127,64,"updating","yes",646,4.55471598071019
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.741713268,0.688543469,63,127,64,"processing speed","no",647,1.45234113025913
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.927518897,0.039456735,50,100,50,"updating","no",648,25.3442156326417
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.893023852,7.368025231,50,100,50,"inhibition","no",649,0.135721576494151
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.164526837,63.61318914,50,100,50,"shifting","no",650,0.0157200104808328
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.246753836,47.91374856,50,100,50,"shifting","no",651,0.0208708362433332
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.081825278,0.095749907,22,48,26,"updating","no",652,10.4438743736848
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.074221247,0.15198479,22,48,26,"processing speed","no",653,6.57960576186604
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.070079066,0.101040823,22,48,26,"updating","no",654,9.8969898532992
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.383815256,0.272466515,22,48,26,"processing speed","no",655,3.67017576453385
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.561990097,0.181210804,22,48,26,"updating","no",656,5.51843476175957
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.109808632,0.372288471,22,48,26,"updating","no",657,2.6860890892321
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.301510485,0.235631659,22,48,26,"updating","no",658,4.24391189301095
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.310346209,0.182420156,22,48,26,"updating","no",659,5.48185037184159
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.56978798,0.088695351,22,48,26,"updating","no",660,11.2745480876444
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.280712357,0.092323408,22,48,26,"updating","no",661,10.8314892361859
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.909341368,0.493729876,39,78,39,"processing speed","no",662,2.02539900583209
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.905562502,1.419904616,16,32,16,"processing speed","no",663,0.704272659396721
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.403267968,565.8309883,16,32,16,"shifting","no",664,0.0017673121845172
"psymetadata::maldonado2020::maldonado2020","psymetadata",-2.096199657,0.543118492,36,72,36,"processing speed","no",665,1.84121884032628
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.054553989,218.2198905,36,72,36,"shifting","no",666,0.00458253368979671
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.058892806,1.088835097,29,155,126,"processing speed","no",667,0.918412717183013
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.041745874,11.72636195,29,155,126,"shifting","no",668,0.0852779407853772
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.692712631,0.070182404,42,84,42,"updating","no",669,14.2485857281264
